0,10,-45,10,-45
0.01,-0.00015832,-0.0042337,-0.00017258,-0.0040626
0.02,-0.0012869,0.025506,-0.0013399,0.026141
0.03,-0.0040392,0.055506,-0.0041417,0.056736
0.04,-0.008666,0.10723,-0.0088176,0.10905
0.05,-0.015097,0.20083,-0.015289,0.20313
0.06,-0.023025,0.26599,-0.023243,0.2686
0.07,-0.031994,0.38971,-0.032219,0.39241
0.08,-0.041468,0.48853,-0.041681,0.49109
0.09,-0.0509,0.61801,-0.051082,0.62019
0.1,-0.059778,0.69121,-0.059911,0.6928
0.11,-0.067661,0.81347,-0.067729,0.81429
0.12,-0.074197,0.87858,-0.074189,0.87849
0.13,-0.079139,0.95111,-0.079046,0.95
0.14,-0.08234,0.97964,-0.082158,0.97747
0.15,-0.083753,0.98165,-0.083483,0.97841
0.16,-0.083416,1.0145,-0.083061,1.0102
0.17,-0.08144,0.97516,-0.081008,0.96998
0.18,-0.077992,0.94043,-0.077495,0.93447
0.19,-0.07328,0.884,-0.072733,0.87742
0.2,-0.067537,0.79716,-0.066955,0.79017
0.21,-0.061008,0.74798,-0.06041,0.7408
0.22,-0.053941,0.64549,-0.053345,0.63834
0.23,-0.046576,0.55205,-0.046002,0.54517
0.24,-0.03914,0.47461,-0.038607,0.46821
0.25,-0.031841,0.38611,-0.031366,0.3804
0.26,-0.02486,0.2944,-0.024457,0.28956
0.27,-0.018352,0.21752,-0.018034,0.21371
0.28,-0.012441,0.14687,-0.01222,0.14421
0.29,-0.0072273,0.076444,-0.0071085,0.075018
0.3,-0.0027808,0.040285,-0.0027683,0.040136
0.31,0.0008538,-0.0090123,0.00075947,-0.0078803
0.32,0.0036567,-0.053688,0.0034585,-0.051309
0.33,0.0056309,-0.055212,0.0053349,-0.051659
0.34,0.0068002,-0.067816,0.0064151,-0.063194
0.35,0.007206,-0.096283,0.006743,-0.090728
0.36,0.0069052,-0.067452,0.0063777,-0.061122
0.37,0.0059678,-0.069842,0.0053907,-0.062917
0.38,0.0044731,-0.027974,0.0038623,-0.020644
0.39,0.0025063,-0.037727,0.0018782,-0.03019
0.4,0.00015606,-0.0032078,-0.00047283,0.0043389
0.41,-0.0024886,0.028307,-0.0031024,0.035672
0.42,-0.00534,0.063672,-0.0059237,0.070676
0.43,-0.0083138,0.090846,-0.0088536,0.097324
0.44,-0.01133,0.13777,-0.011814,0.14358
0.45,-0.014312,0.18178,-0.01473,0.1868
0.46,-0.017193,0.19303,-0.017536,0.19715
0.47,-0.01991,0.23858,-0.020173,0.24174
0.48,-0.022411,0.2714,-0.022591,0.27356
0.49,-0.024652,0.28411,-0.024747,0.28525
0.5,-0.026599,0.30419,-0.026609,0.30432
0.51,-0.028227,0.33305,-0.028157,0.33221
0.52,-0.029521,0.36606,-0.029375,0.3643
0.53,-0.030476,0.37148,-0.030261,0.3689
0.54,-0.031094,0.37664,-0.030818,0.37333
0.55,-0.031388,0.37934,-0.031061,0.37542
0.56,-0.031374,0.37371,-0.031006,0.36929
0.57,-0.031075,0.34711,-0.030677,0.34233
0.58,-0.030518,0.3561,-0.030101,0.35108
0.59,-0.029733,0.34336,-0.029308,0.33825
0.6,-0.028755,0.34502,-0.028331,0.33994
0.61,-0.027618,0.33113,-0.027208,0.32621
0.62,-0.026363,0.30799,-0.025975,0.30333
0.63,-0.025027,0.31356,-0.02467,0.30927
0.64,-0.023648,0.27188,-0.023329,0.26805
0.65,-0.02226,0.28274,-0.021986,0.27945
0.66,-0.020897,0.23382,-0.020671,0.23111
0.67,-0.019586,0.22009,-0.019411,0.218
0.68,-0.018353,0.20356,-0.018232,0.20212
0.69,-0.017221,0.20634,-0.017155,0.20554
0.7,-0.016211,0.17644,-0.016198,0.17628
0.71,-0.015336,0.20173,-0.015374,0.20218
0.72,-0.014607,0.16551,-0.014692,0.16653
0.73,-0.014026,0.16077,-0.014155,0.16231
0.74,-0.013594,0.15548,-0.013761,0.15747
0.75,-0.013307,0.16882,-0.013506,0.1712
0.76,-0.013158,0.15888,-0.013383,0.16158
0.77,-0.013138,0.14854,-0.013382,0.15146
0.78,-0.013235,0.15735,-0.013492,0.16042
0.79,-0.013438,0.17266,-0.013701,0.17581
0.8,-0.013734,0.15686,-0.013996,0.16001
0.81,-0.014108,0.16867,-0.014363,0.17174
0.82,-0.014541,0.17634,-0.014785,0.17926
0.83,-0.015018,0.16824,-0.015244,0.17096
0.84,-0.01552,0.20037,-0.015725,0.20283
0.85,-0.016031,0.1913,-0.016211,0.19345
0.86,-0.016538,0.20812,-0.01669,0.20994
0.87,-0.017027,0.2018,-0.017149,0.20326
0.88,-0.017489,0.22906,-0.017581,0.23016
