0,10,-45,10,-45
0.01,0.00012683,-0.043808,0.00014134,-0.045978
0.02,0.0025657,-0.12353,0.00268,-0.13064
0.03,0.010177,-0.01022,0.010446,-0.020676
0.04,0.024319,-0.68288,0.024749,-0.69481
0.05,0.044989,-0.66545,0.045546,-0.6769
0.06,0.07111,-2.3227,0.071729,-2.3318
0.07,0.10083,-2.381,0.10143,-2.3861
0.08,0.13185,-3.0019,0.13233,-3.0019
0.09,0.16169,-3.3059,0.16197,-3.2999
0.1,0.188,-4.4692,0.188,-4.457
0.11,0.20874,-3.4395,0.20841,-3.4213
0.12,0.22238,-3.4418,0.22168,-3.4181
0.13,0.22795,-3.3526,0.22687,-3.3247
0.14,0.22509,-3.099,0.22367,-3.0687
0.15,0.21407,-3.4893,0.21237,-3.4585
0.16,0.19569,-1.9838,0.19381,-1.9547
0.17,0.17121,-1.6792,0.16925,-1.6539
0.18,0.14218,-0.55335,0.14028,-0.5335
0.19,0.11037,-0.85691,0.10864,-0.84368
0.2,0.077564,-1.2962,0.076126,-1.2902
0.21,0.045479,0.52536,0.044417,0.52389
0.22,0.015608,0.20402,0.014988,0.19541
0.23,-0.010843,0.14808,-0.010985,0.13304
0.24,-0.033013,0.17535,-0.032671,0.15485
0.25,-0.050409,0.57807,-0.049603,0.55338
0.26,-0.062899,0.41631,-0.061675,0.38892
0.27,-0.070689,-0.091626,-0.069118,-0.12012
0.28,-0.074272,0.085285,-0.072442,0.057293
0.29,-0.074362,-0.63684,-0.072372,-0.66284
0.3,-0.071819,0.095375,-0.069774,0.072626
0.31,-0.067567,-0.42994,-0.065571,-0.44847
0.32,-0.062526,-1.3903,-0.060672,-1.404
0.33,-0.057541,-0.052138,-0.055908,-0.060802
0.34,-0.053333,0.021345,-0.05198,0.017595
0.35,-0.050458,-0.83198,-0.049422,-0.83129
0.36,-0.049281,0.78764,-0.048576,0.79202
0.37,-0.049978,-0.13221,-0.049596,-0.1251
0.38,-0.052542,1.0117,-0.052452,1.0205
0.39,-0.056804,0.073832,-0.05696,0.083182
0.4,-0.062463,0.59982,-0.062807,0.60867
0.41,-0.069128,0.48517,-0.069593,0.49259
0.42,-0.076346,1.2539,-0.076864,1.2591
0.43,-0.083651,0.75082,-0.084158,0.75333
0.44,-0.090595,1.5258,-0.091032,1.5254
0.45,-0.096778,1.4239,-0.097097,1.4204
0.46,-0.10187,0.11512,-0.10204,0.10878
0.47,-0.10566,0.57818,-0.10566,0.56942
0.48,-0.108,0.65434,-0.10783,0.64376
0.49,-0.10886,0.12922,-0.10854,0.11751
0.5,-0.10832,0.10729,-0.10786,0.095193
0.51,-0.10651,1.0191,-0.10595,1.0074
0.52,-0.10363,1.728,-0.10302,1.7172
0.53,-0.099929,1.6276,-0.099305,1.6185
0.54,-0.095673,0.94554,-0.095081,0.9385
0.55,-0.091121,0.14344,-0.090601,0.13871
0.56,-0.086509,0.52222,-0.086097,0.51993
0.57,-0.082042,-0.87913,-0.081763,-0.87904
0.58,-0.077879,0.10528,-0.077749,0.10755
0.59,-0.074126,-0.23745,-0.074151,-0.23329
0.6,-0.070843,0.2329,-0.071021,0.23852
0.61,-0.068041,0.62545,-0.068358,0.63209
0.62,-0.065681,0.34986,-0.066118,0.35703
0.63,-0.063692,1.1814,-0.064223,1.1887
0.64,-0.061973,-0.0319,-0.06257,-0.024985
0.65,-0.060401,1.4421,-0.061033,1.4484
0.66,-0.05885,0.37695,-0.05949,0.3823
0.67,-0.057206,-0.039995,-0.057827,-0.035663
0.68,-0.05537,0.45089,-0.055952,0.45416
0.69,-0.053265,1.0688,-0.053792,1.0711
0.7,-0.050835,-0.41315,-0.051297,-0.41175
0.71,-0.04805,1.2213,-0.048444,1.222
0.72,-0.044903,0.3795,-0.045233,0.37982
