1.24,0.10791,-0.93723
1.25,0.10847,-0.98075
1.26,0.10832,-1.0391
1.27,0.10721,-1.1069
1.28,0.10493,-1.1785
1.29,0.10141,-1.2481
1.3,0.096626,-1.31
1.31,0.090677,-1.3597
1.32,0.08372,-1.3933
1.33,0.075976,-1.4083
1.34,0.067704,-1.4037
1.35,0.059186,-1.3795
1.36,0.050702,-1.3373
1.37,0.042511,-1.2794
1.38,0.034839,-1.2091
1.39,0.027858,-1.1304
1.4,0.021687,-1.0471
1.41,0.016381,-0.96335
1.42,0.011937,-0.88271
1.43,0.0082951,-0.80825
1.44,0.0053503,-0.74233
1.45,0.0029622,-0.68642
1.46,0.00096857,-0.64114
1.47,-0.00080124,-0.60625
1.48,-0.0025129,-0.58072
1.49,-0.0043152,-0.5629
1.5,-0.0063304,-0.5507
1.51,-0.0086469,-0.54171
1.52,-0.011315,-0.5335
1.53,-0.014345,-0.52371
1.54,-0.017711,-0.51029
1.55,-0.021354,-0.49159
1.56,-0.025187,-0.46649
1.57,-0.029104,-0.43441
1.58,-0.032991,-0.39536
1.59,-0.036733,-0.34987
1.6,-0.040218,-0.29895
1.61,-0.043355,-0.24397
1.62,-0.046068,-0.18653
1.63,-0.048307,-0.12838
1.64,-0.05005,-0.07124
1.65,-0.051298,-0.016707
1.66,-0.052079,0.033852
1.67,-0.052439,0.079375
1.68,-0.052444,0.11916
1.69,-0.052166,0.15289
1.7,-0.051685,0.18062
1.71,-0.051078,0.20273
1.72,-0.050419,0.21992
1.73,-0.049766,0.23309
1.74,-0.049168,0.24325
1.75,-0.048655,0.2515
1.76,-0.048241,0.2589
1.77,-0.047925,0.26638
1.78,-0.047688,0.27472
1.79,-0.047502,0.28449
1.8,-0.047328,0.29604
1.81,-0.047124,0.30943
1.82,-0.046846,0.32454
1.83,-0.04645,0.34101
1.84,-0.045901,0.35834
1.85,-0.04517,0.37588
1.86,-0.044239,0.39296
1.87,-0.0431,0.40887
1.88,-0.041757,0.42297
1.89,-0.040223,0.43471
1.9,-0.038523,0.44365
1.91,-0.036686,0.4495
1.92,-0.034747,0.45216
1.93,-0.032743,0.45167
1.94,-0.030713,0.44821
1.95,-0.02869,0.44211
1.96,-0.026705,0.43379
1.97,-0.024782,0.42373
1.98,-0.022939,0.41244
1.99,-0.021185,0.40043
2,-0.019523,0.38816
