"Time","Steer Angle","Lean Angle"
"560","18","-6.6"
"560","17","-6.5"
"560","16","-6.4"
"23","14","-5.8"
"586","6","-3"
"586","6","-3"
"586","6","-3"
"586","6","-3"
"586","6","-3"
"586","6","-3"
"586","6","-3"
"586","6","-3"
"586","6","-3"
"586","6","-3"
"586","6","-3"
"586","6","-3"
"586","6","-3"
"586","6","-3"
"586","6","-3"
"586","6","-3"
"586","6","-3"
"586","6","-3"
"586","6","-3"
"586","6","-3"
"586","6","-3"
"586","6","-3"
"586","6","-3"
"586","6","-3"
"586","6","-3"
"586","6","-3"
"586","6","-3"
"586","6","-3"
"586","6","-3"
"586","5","-2.5"
"586","5","-2.5"
"586","5","-2.5"
"586","1","-0.9"
"586","1","-0.7"
"586","1","-0.7"
"586","255","-0.1"
"586","1","-0.7"
"586","2","-0.8"
"586","2","-0.8"
"586","3","-1.3"
"586","3","-1.3"
"586","-255","-0.1"
"586","6","-2"
"586","-1","-0.3"
"586","-3","0.1"
"586","-1","-0.2"
"586","1","-0.5"
"586","2","-0.8"
"586","2","-0.8"
"586","5","-1.4"
"586","3","-1.2"
"586","3","-1.3"
"586","3","-1.3"
"586","4","-1.4"
"586","6","-1.9"
"586","5","-1.8"
"586","6","-2.2"
"586","7","-2.6"
"586","8","-2.9"
"586","9","-3.3"
"586","9","-3.3"
"586","10","-3.7"
"586","-255","-0.1"
"586","10","-4"
"586","8","-3.6"
"586","7","-3.3"
"586","6","-3.1"
"586","5","-2.9"
"586","3","-2.4"
"586","1","-1.9"
"586","0","-1.4"
"586","-2","-0.7"
"586","-4","-0.1"
"586","-8","1.1"
"586","-11","2.1"
"586","-15","3.4"
"586","-15","3.8"
"586","-17","4.8"
"586","-20","5.7"
"586","-19","6"
"586","-19","6.4"
"586","-18","6.5"
"586","-15","6.1"
"586","-10","5.1"
"586","-7","4.4"
"586","3","1.9"
"586","8","0.4"
"586","16","-2.2"
"586","20","-4.2"
"586","20","-6.7"
"586","20","-8.8"
"586","20","-11.2"
"586","20","-11.2"
"586","20","-11.9"
"586","20","-13.4"
"586","20","-14.9"
"586","20","-14.9"
"586","20","-12"
"586","20","-11.5"
"586","20","-11.5"
"586","16","-10"
"586","-255","-0.1"
"586","-255","-0.1"
"586","-8","-3.2"
"586","-13","-1.3"
"586","-19","1"
"586","-20","4.5"
"586","-20","4.5"
"586","-20","6"
"586","-20","8"
"586","-20","8"
"586","-20","7.8"
"586","20","-7.3"
"586","20","-2.3"
"586","20","-23"
"586","20","-23"
"586","-1","-10.9"
"586","-1","-10.9"
"586","-9","-7.6"
"586","-20","-0.8"
"586","-20","-0.8"
"586","-20","2.2"
"586","-20","8.4"
"586","-20","8.4"
"586","-20","8.2"
"586","-9","3"
"586","-9","3"
"586","4","0.2"
"586","11","-1.7"
"586","15","-3"
"586","8","-1.9"
"586","8","-1.9"
"586","3","-1"
"586","-2","0.3"
"586","-2","0.3"
"586","-3","0.5"
"586","20","-5.1"
"586","20","-5.1"
"586","20","-9.2"
"586","20","-13.4"
"586","20","-13.4"
"586","20","-12.8"
"586","20","-12.8"
"586","20","-12.1"
"586","14","-8.6"
"586","14","-8.6"
"586","6","-6.5"
"586","-9","-2"
"586","-9","-2"
"586","-7","-1.7"
"586","-8","-0.6"
"586","-8","-0.6"
"26","-6","-0.4"
"30","-6","-0.2"
"106","-8","0.6"
"185","-9","1.6"
"186","-9","1.6"
"261","-6","1.3"
"341","-3","0.9"
"342","-3","0.9"
"419","2","-0.2"
"498","7","-1.6"
"499","7","-1.6"
"730","5","-1.2"
"733","2","-1.2"
"812","-1","-0.5"
"887","-7","1.2"
"887","-7","1.2"
"964","-6","1.3"
"44","-10","2.5"
"45","-10","2.5"
"120","-11","3.2"
"203","-17","5.2"
"205","-17","5.2"
"276","-19","5.9"
"281","-20","6.7"
"354","-20","7.1"
"433","-20","7.6"
"434","-20","7.6"
"512","-20","7.8"
"593","-17","7.5"
"595","-17","7.5"
"667","-16","7.5"
"748","-12","6.6"
"750","-12","6.6"
"841","-10","6"
"908","-6","4.8"
"910","-6","4.8"
"982","-3","4"
"984","-2","3.4"
"57","-3","3.4"
"139","-5","3.5"
"141","-5","3.5"
"214","-4","3.2"
"293","0","2"
"294","0","2"
"321","1","1.5"
"321","6","-0.1"
"321","6","-0.1"
"321","8","-1.1"
"321","9","-1.6"
"321","12","-2.5"
"321","11","-2.7"
"321","11","-3"
"321","11","-3.1"
"321","10","-3.2"
"321","10","-3.3"
"321","8","-3.2"
"321","8","-3.2"
"321","11","-4"
"321","11","-4.1"
"321","11","-4.4"
"321","10","-4.3"
"321","9","-4.1"
"321","9","-4"
"321","10","-4.4"
"321","-255","-0.1"
"321","3","-2.8"
"321","0","-2"
"321","-5","-0.4"
"321","-7","0.3"
"321","-10","1.3"
"321","-7","0.9"
"321","-2","0"
"321","-3","0.4"
"321","-2","0.2"
"321","-1","0"
"321","4","-1.1"
"321","9","-2.3"
"321","15","-3.9"
"321","-255","-0.1"
"321","-255","-0.1"
"321","17","-5.4"
"321","12","-4.7"
"321","12","-4.7"
"321","6","-3.5"
"321","9","-4.1"
"321","9","-4.1"
"321","9","-4.1"
"321","7","-3.7"
"321","5","-3.2"
"321","3","-2.7"
"321","3","-2.6"
"321","5","-2.9"
"321","4","-2.6"
"321","8","-3.6"
"321","-255","-0.1"
"321","2","-2.2"
"321","2","-2"
"321","2","-1.8"
"321","4","-2.2"
"321","5","-2.5"
"321","8","-3.2"
"321","9","-3.6"
"321","11","-4.1"
"321","14","-4.9"
"321","16","-5.7"
"321","14","-5.5"
"321","15","-5.8"
"321","13","-5.6"
"321","10","-4.9"
"321","6","-3.9"
"321","5","-3.6"
"321","5","-3.4"
"321","4","-3.2"
"321","5","-3.3"
"321","3","-2.8"
"321","1","-2.1"
"321","2","-2.1"
"321","2","-2"
"321","-1","-1.1"
"321","-3","-0.5"
"321","-6","0.4"
"321","-7","0.8"
"321","-4","0.5"
"321","-4","0.7"
"321","-3","0.6"
"321","0","0"
"321","1","-0.3"
"321","1","-0.3"
"321","1","-0.3"
"321","3","-0.7"
"321","2","-0.7"
"321","1","-0.4"
"321","2","-0.6"
"321","1","-0.6"
"321","1","-0.5"
"321","1","-0.6"
"321","255","-0.1"
"321","5","-1.5"
"321","7","-2"
"321","5","-1.9"
"321","5","-1.8"
"321","5","-1.8"
"321","4","-1.7"
"321","5","-1.9"
"321","4","-1.8"
"321","2","-1.3"
"321","1","-1"
"321","-1","-0.6"
"321","-3","0.1"
"321","-5","0.8"
"321","-6","1.1"
"37","-6","1.3"
"","",""
