0,0
0.05,1
0.1,24
0.15,43
0.2,69
0.25,96
0.3,108
0.35,112
0.4,109
0.45,105
0.5,101
0.55,100
0.6,100
0.65,102
0.7,103
0.75,103
0.8,101
0.85,101
0.9,102
0.95,102
1,102
1.05,101
1.1,102
1.15,102
1.2,102
1.25,102
1.3,102
1.35,102
1.4,102
1.45,102
1.5,102
1.55,102
